state,county,latitude,longitude,fips,total_population_20,incarcerated_20,percent_incarcerated_20,total_population_10,incarcerated_10,percent_incarcerated_10,total_population_00,incarcerated_00,percent_incarcerated_00
ND,Towner County,48.7485974,-99.2761104,38095,2162,0,0,2246,0,0,2876,0,0
ND,Traill County,47.4636775,-97.1256368,38097,7997,0,0,8121,3,0.03694126339,8477,0,0
ND,Walsh County,48.3777874,-97.7528872,38099,10563,17,0.1609391271,11119,18,0.1618850616,12389,5,0.04035838244
ND,Ward County,48.2147451,-101.5805256,38101,69919,121,0.173057395,61675,72,0.1167409809,58795,52,0.0884428948
ND,Wells County,40.7778348,-85.1894045,38103,3982,0,0,4207,0,0,5102,0,0
ND,Williams County,48.432044,-103.2923954,38105,40950,99,0.2417582418,22398,29,0.1294758461,19761,22,0.1113303983
KY,Adair County,37.076403,-85.3136218,21001,18903,68,0.3597312596,18656,112,0.6003430532,17244,59,0.3421479935
KY,Allen County,41.0932622,-85.023346,21003,20588,37,0.1797163396,19956,79,0.395870916,17800,28,0.1573033708
KY,Anderson County,34.5528328,-82.6483442,21005,23852,0,0,21421,0,0,19111,0,0
KY,Ballard County,37.0359869,-89.0179332,21007,7728,68,0.8799171843,8249,65,0.7879742999,8286,57,0.6879073135
KY,Barren County,36.9676836,-85.8486236,21009,44485,161,0.3619197482,42173,133,0.3153676523,38033,105,0.2760760392
KY,Bath County,38.111733,-79.6502105,21011,12750,0,0,11591,0,0,11085,0,0
KY,Bell County,31.134411,-97.5247243,21013,24097,386,1.601859153,28691,390,1.359311282,30060,322,1.071190951
KY,Boone County,40.0106163,-86.4996546,21015,135968,479,0.3522887738,118811,432,0.3636026967,85991,231,0.2686327639
KY,Bourbon County,38.2170752,-84.2278796,21017,20252,4,0.01975113569,19985,124,0.620465349,19360,74,0.382231405
KY,Boyd County,38.3833265,-82.6915429,21019,48261,1452,3.008640517,49542,1733,3.498042065,49752,1517,3.049123653
KY,Boyle County,37.6526034,-84.8150781,21021,30614,1411,4.609002417,28432,707,2.486634778,27697,1286,4.643102141
KY,Bracken County,38.7117016,-84.059029,21023,8400,0,0,8488,0,0,8279,0,0
KY,Breathitt County,37.5359616,-83.336188,21025,13718,0,0,13878,0,0,16100,12,0.07453416149
KY,Breckinridge County,37.7982002,-86.4592091,21027,20432,207,1.01311668,20059,200,0.9970586769,18648,149,0.799013299
KY,Bullitt County,37.9842107,-85.684578,21029,82217,0,0,74319,265,0.356570998,61236,57,0.09308250049
KY,Butler County,39.440463,-84.5222189,21031,12371,35,0.2829197316,12690,54,0.4255319149,13010,44,0.3382013836
KY,Caldwell County,29.8849106,-97.6699144,21033,12649,34,0.2687959522,12984,31,0.2387553913,13060,30,0.2297090352
KY,Calloway County,36.6402766,-88.285042,21035,37103,137,0.3692423793,37191,138,0.3710575139,34177,151,0.4418175966
KY,Campbell County,37.221014,-79.1096901,21037,93076,540,0.580171043,90336,562,0.6221218562,88616,183,0.2065089826
KY,Carlisle County,36.8206685,-88.9796776,21039,4826,0,0,5104,0,0,5351,0,0
KY,Carroll County,39.5423418,-77.0564464,21041,10810,113,1.0453284,10811,137,1.267227824,10155,110,1.083210241
KY,Carter County,34.1996254,-97.3516558,21043,26627,165,0.6196717617,27720,155,0.5591630592,26889,31,0.1152887798
KY,Casey County,37.3157449,-84.8984775,21045,15941,294,1.844300859,15955,311,1.949232216,15447,0,0
KY,Christian County,36.997644,-93.1779659,21047,72748,526,0.7230439325,73955,587,0.7937259144,72265,383,0.5299937729
KY,Clark County,36.0795613,-115.094045,21049,36972,215,0.5815211511,35613,179,0.5026254458,33144,163,0.4917933864
KY,Clay County,29.9943564,-81.7787021,21051,20345,1320,6.488080609,21730,1897,8.729866544,24556,1748,7.118423196
KY,Clinton County,42.9663458,-84.5222189,21053,9253,34,0.3674483951,10272,28,0.2725856698,9634,11,0.1141789496
KY,Crittenden County,35.3021443,-90.3748354,21055,8990,189,2.102335929,9315,135,1.449275362,9384,16,0.1705029838
KY,Cumberland County,34.9542604,-78.7476208,21057,5888,0,0,6856,0,0,7147,0,0
KY,Daviess County,37.7307984,-87.1023746,21059,103312,766,0.7414433948,96656,796,0.8235391491,91545,200,0.2184717898
KY,Edmonson County,37.1941682,-86.2158497,21061,12126,0,0,12161,0,0,11644,0,0
KY,Elliott County,38.1575088,-83.1220074,21063,7354,1041,14.1555616,7852,996,12.68466633,6748,0,0
KY,Estill County,37.6975384,-83.9744262,21065,14163,0,0,14672,32,0.2181025082,15307,24,0.1567910106
KY,Fayette County,33.4502206,-84.4802606,21067,322570,2434,0.7545649006,295803,2700,0.9127696474,260512,2927,1.123556688
KY,Fleming County,38.3987633,-83.6773928,21069,15082,0,0,14348,0,0,13792,0,0
KY,Floyd County,38.2869276,-85.8895551,21071,35942,41,0.1140726726,39451,363,0.9201287673,42441,665,1.566881082
KY,Franklin County,40.0154745,-82.9931607,21073,51541,211,0.4093828214,49285,513,1.040884651,47687,507,1.063182838
KY,Fulton County,33.8033965,-84.3962535,21075,6515,471,7.229470453,6813,388,5.694994863,7752,189,2.438080495
KY,Gallatin County,45.5388865,-111.1194231,21077,8690,0,0,8589,0,0,7870,0,0
KY,Garrard County,37.6413234,-84.564147,21079,16953,0,0,16912,0,0,14792,0,0
KY,Grant County,47.1981147,-119.3732456,21081,24941,208,0.8339681649,24662,288,1.167788501,22384,0,0
KY,Graves County,36.6887728,-88.7108964,21083,36649,107,0.2919588529,37121,82,0.2208992215,37028,138,0.3726909366
KY,Grayson County,33.7062406,-96.663812,21085,26420,584,2.210446631,25746,602,2.338227297,24053,150,0.6236228329
KY,Green County,42.6287336,-89.6251646,21087,11107,0,0,11258,0,0,11518,0,0
KY,Greenup County,38.5665695,-82.9501558,21089,35962,119,0.330904844,36910,130,0.3522080737,36891,111,0.3008863951
KY,Hancock County,39.8249915,-85.8486236,21091,9095,0,0,8565,0,0,8392,9,0.1072449952
KY,Hardin County,30.364764,-94.315422,21093,110702,577,0.5212191288,105543,625,0.5921757009,94174,570,0.605262599
KY,Harlan County,36.8890304,-83.2077645,21095,26831,213,0.793857851,29278,192,0.6557824988,33202,67,0.2017950726
KY,Harrison County,32.5539228,-94.315422,21097,18692,0,0,18846,0,0,17983,0,0
KY,Hart County,34.3500039,-82.9501558,21099,19288,138,0.715470759,18199,121,0.6648716962,17445,106,0.607623961
KY,Henderson County,32.1321367,-95.8142885,21101,44793,602,1.343959994,46250,544,1.176216216,44829,316,0.7049008454
KY,Henry County,33.4347963,-84.1435136,21103,15678,0,0,15416,0,0,15060,0,0
KY,Hickman County,35.8012797,-87.460397,21105,4521,0,0,4902,73,1.489188086,5262,30,0.5701254276
KY,Hopkins County,33.2282942,-95.4777811,21107,45423,352,0.7749378068,46920,450,0.9590792839,46519,119,0.2558094542
KY,Jackson County,38.9914998,-94.315422,21109,12955,17,0.1312234658,13494,34,0.2519638358,13495,29,0.2148944053
KY,Jefferson County,39.5800298,-105.2662931,21111,782969,2134,0.2725522977,741096,2662,0.3591977288,693604,1589,0.2290932578
KY,Jessamine County,37.895573,-84.564147,21113,52991,107,0.2019210809,48586,189,0.3890009468,39041,126,0.3227376348
KY,Johnson County,32.4133566,-97.3516558,21115,22680,159,0.7010582011,23356,231,0.989039219,23445,123,0.5246321177
KY,Kenton County,38.9863872,-84.564147,21117,169064,20,0.01182983959,159720,498,0.3117956424,151464,327,0.2158928854
KY,Knott County,37.3461117,-82.9931607,21119,14251,0,0,16346,0,0,17649,7,0.03966230381
KY,Knox County,35.9874629,-83.9419784,21121,30193,324,1.073096413,31883,53,0.1662327886,31795,50,0.1572574304
KY,Larue County,37.5189552,-85.7256372,21123,14867,117,0.7869778705,14193,150,1.056859015,13373,71,0.5309205115
KY,Laurel County,37.0693489,-84.1857115,21125,62613,645,1.030137511,58849,328,0.5573586637,52715,311,0.5899649056
KY,Lawrence County,44.310653,-103.7979877,21127,16293,0,0,15860,0,0,15569,0,0
KY,Lee County,26.6630286,-81.9534815,21129,7395,1007,13.61730899,7887,1004,12.72980855,7916,594,7.503789793
KY,Leslie County,37.0698286,-83.3789389,21131,10513,234,2.225815657,11310,133,1.175950486,12401,7,0.05644706072
KY,Letcher County,37.125351,-82.8640623,21133,21548,96,0.4455169853,24519,59,0.2406297157,25277,37,0.1463781303
KY,Lewis County,46.6195461,-122.4554639,21135,13080,50,0.3822629969,13870,53,0.3821196828,14092,58,0.4115810389
KY,Lincoln County,35.4637028,-81.2078164,21137,24275,95,0.3913491246,24742,98,0.3960876243,23361,87,0.3724155644
KY,Livingston County,42.6207951,-83.8473015,21139,8888,0,0,9519,0,0,9804,15,0.152998776
KY,Logan County,35.9404623,-97.5247243,21141,27432,137,0.4994167396,26835,96,0.3577417552,26573,103,0.3876114853
KY,Lyon County,38.9524739,-119.1390642,21143,8680,1484,17.09677419,8314,999,12.01587683,8080,1371,16.96782178
KY,McCracken County,37.0330607,-88.7108964,21145,67875,577,0.850092081,65565,435,0.6634637383,65514,450,0.6868760876
KY,McCreary County,36.6973499,-84.4802606,21147,16888,1445,8.556371388,18306,1739,9.499617612,17080,47,0.275175644
KY,McLean County,40.5478429,-88.864698,21149,9152,0,0,9531,0,0,9938,0,0
KY,Madison County,38.9041402,-89.9253233,21151,92701,314,0.3387234226,82916,264,0.3183945198,70872,189,0.2666779546
KY,Magoffin County,37.730555,-83.0361376,21153,11637,0,0,13333,0,0,13332,0,0
KY,Marion County,29.2787765,-82.12784,21155,19581,264,1.348245748,19820,1042,5.257315843,18212,877,4.81550626
KY,Marshall County,41.303028,-86.3376761,21157,31659,216,0.6822704444,31448,161,0.5119562452,30125,175,0.5809128631
KY,Martin County,27.0804935,-80.4103957,21159,11287,1321,11.70372995,12929,1579,12.21285482,12578,0,0
KY,Mason County,47.4251146,-123.1951376,21161,17120,121,0.7067757009,17490,164,0.9376786735,16800,121,0.7202380952
KY,Meade County,44.4415188,-102.6855069,21163,30003,152,0.5066160051,28602,147,0.5139500734,26349,28,0.1062658924
KY,Menifee County,37.9335368,-83.634843,21165,6113,0,0,6306,0,0,6556,0,0
KY,Mercer County,40.3028533,-74.7337069,21167,22641,0,0,21331,0,0,20817,0,0
KY,Metcalfe County,37.0032438,-85.643487,21169,10286,0,0,10099,0,0,10037,0,0
KY,Monroe County,43.2841246,-77.7452081,21171,11338,0,0,10963,26,0.2371613609,11756,13,0.1105818306
KY,Montgomery County,39.1547426,-77.2405153,21173,28114,164,0.5833392616,26499,132,0.498132005,22554,146,0.6473352842
KY,Morgan County,40.2989226,-103.7289167,21175,13726,1726,12.5746758,13923,1880,13.50283703,13948,1664,11.93002581
KY,Muhlenberg County,37.1772501,-87.1422895,21177,30928,1180,3.815312985,31499,1214,3.854090606,31839,924,2.902101197
KY,Nelson County,37.7478599,-78.8835548,21179,46738,122,0.2610295691,43437,100,0.2302184773,37477,106,0.282840142
KY,Nicholas County,38.3307714,-80.7657804,21181,7537,0,0,7135,0,0,6813,0,0
KY,Ohio County,40.1111311,-80.610489,21183,23772,23,0.09675248191,23842,71,0.2977938092,22916,41,0.1789142957
KY,Oldham County,38.3560025,-85.4788065,21185,67607,3570,5.28051829,60316,4216,6.989853439,46178,3490,7.557711464
KY,Owen County,39.3603429,-86.8220341,21187,11278,0,0,10841,0,0,10547,0,0
KY,Owsley County,37.4294933,-83.7199136,21189,4051,0,0,4755,0,0,4858,0,0
KY,Pendleton County,38.6900889,-84.359802,21191,14644,0,0,14877,0,0,14390,18,0.1250868659
KY,Perry County,40.371376,-77.2405153,21193,28473,192,0.6743230429,28712,163,0.5677068821,29390,47,0.1599183396
KY,Pike County,41.3361875,-75.0611147,21195,58669,415,0.7073582301,65024,318,0.4890501969,68736,118,0.1716713222
KY,Powell County,46.9311447,-112.9745473,21197,13129,219,1.668063066,12613,109,0.8641877428,13237,25,0.1888645463
KY,Pulaski County,34.7538615,-92.2236667,21199,65034,397,0.6104499185,63063,227,0.3599575028,56217,155,0.2757173097
KY,Robertson County,36.5250666,-86.8621827,21201,2193,0,0,2282,0,0,2266,0,0
KY,Rockcastle County,37.3743065,-84.3121264,21203,16037,78,0.4863752572,17056,102,0.5980300188,16582,90,0.5427572066
KY,Rowan County,35.6303455,-80.543845,21205,24662,282,1.143459573,23333,90,0.385719796,22094,117,0.5295555354
KY,Russell County,32.3552497,-85.1894045,21207,17991,105,0.5836251459,17565,16,0.09109023627,16315,15,0.09193993258
KY,Scott County,44.6834072,-93.5407909,21209,57155,89,0.1557169102,47173,75,0.1589892523,33061,135,0.408336106
KY,Shelby County,35.1268552,-89.9253233,21211,48065,895,1.862061791,42074,1042,2.476588867,33337,767,2.300746918
KY,Simpson County,31.9017736,-89.9253233,21213,19594,425,2.169031336,17327,198,1.142725227,16405,100,0.609570253
KY,Spencer County,38.0123167,-85.3136218,21215,19490,0,0,17061,0,0,11766,0,0
KY,Taylor County,32.2455088,-99.8124935,21217,26023,194,0.7454943704,24512,177,0.7220953003,22927,0,0
KY,Todd County,46.0307728,-94.8315488,21219,12243,78,0.6370987503,12460,123,0.9871589085,11971,33,0.2756661933
KY,Trigg County,36.8473642,-87.7763333,21221,14061,0,0,14339,0,0,12597,13,0.1031991744
KY,Trimble County,38.6013284,-85.3136218,21223,8474,0,0,8809,0,0,8125,0,0
KY,Union County,34.9338651,-80.543845,21225,13668,53,0.3877670471,15007,43,0.2865329513,15637,34,0.2174330114
KY,Warren County,39.4241422,-84.1857115,21227,134554,544,0.4042986459,113792,601,0.5281566367,92522,412,0.4452994963
KY,Washington County,44.8896877,-92.8577105,21229,12027,0,0,11717,0,0,10916,0,0
KY,Wayne County,42.2790746,-83.336188,21231,19555,177,0.9051393505,20813,186,0.8936722241,19923,28,0.1405410832
KY,Webster County,37.3483339,-92.8577105,21233,13017,257,1.974341246,13621,245,1.798693194,14120,73,0.5169971671
KY,Whitley County,41.1136133,-85.520024,21235,36712,275,0.7490738723,35637,234,0.6566209277,35865,50,0.1394116827
KY,Wolfe County,37.7550869,-83.4643551,21237,6562,0,0,7355,0,0,7065,0,0
KY,Woodford County,40.7128889,-89.1705998,21239,26871,111,0.4130847382,24939,67,0.2686555195,23208,87,0.3748707342
NH,Belknap County,43.5024246,-71.4073938,33001,63705,62,0.09732360097,60088,95,0.1581014512,56325,455,0.8078118065
NH,Carroll County,39.5423418,-77.0564464,33003,50107,41,0.08182489473,47818,55,0.1150194487,43666,23,0.05267255989
NH,Cheshire County,42.9259375,-72.236379,33005,76458,99,0.1294828533,77117,144,0.1867292555,73825,98,0.1327463596
NH,Coos County,43.242897,-124.1057369,33007,31268,715,2.286682871,33055,791,2.392981395,33111,0,0
NH,Grafton County,43.9087929,-71.825994,33009,91118,75,0.08231084967,89118,118,0.1324087165,81743,71,0.08685759025
NH,Hillsborough County,27.9903597,-82.3017728,33011,422937,334,0.0789715726,400721,793,0.1978932973,380841,589,0.1546577181
NH,Merrimack County,43.2844846,-71.6673352,33013,153808,2530,1.644907937,146445,2060,1.406671447,136225,1822,1.337493118
NH,Rockingham County,36.4335041,-79.8296743,33015,314176,163,0.05188174781,295223,287,0.09721464791,277359,214,0.07715632087
NH,Strafford County,43.238329,-71.0236044,33017,130889,333,0.2544140455,123143,410,0.3329462495,112233,141,0.1256314988
NH,Sullivan County,36.4933147,-82.345189,33019,43063,43,0.09985370271,43742,98,0.2240409675,40458,55,0.1359434475
CO,Adams County,39.8398269,-104.1930918,8001,519572,1485,0.2858121685,441603,1934,0.4379499233,363857,1343,0.3691010479
CO,Alamosa County,37.654039,-105.876004,8003,16376,136,0.8304836346,15445,227,1.469731305,14966,72,0.4810904717
CO,Arapahoe County,39.62031,-104.332644,8005,655070,1118,0.1706687835,572003,1415,0.2473763249,487967,1268,0.2598536376
CO,Archuleta County,37.1604318,-107.0067031,8007,13359,15,0.1122838536,12084,26,0.2151605429,9898,19,0.1919579713
CO,Baca County,37.394731,-102.5298028,8009,3506,1,0.0285225328,3788,9,0.237592397,4517,8,0.1771087005
CO,Bent County,38.0036339,-103.0817903,8011,5650,1395,24.69026549,6499,2098,32.28188952,5998,693,11.55385128
CO,Boulder County,40.1512114,-105.5005483,8013,330758,349,0.1055152105,294567,506,0.1717775582,291288,597,0.2049518003
CO,Chaffee County,38.7536679,-106.2522143,8015,19476,1209,6.207640173,17809,1298,7.28844966,16242,1265,7.788449698
CO,Cheyenne County,38.8002562,-102.6216211,8017,1748,0,0,1836,1,0.05446623094,2231,1,0.04482294935
CO,Clear Creek County,39.6904464,-105.6412527,8019,9397,36,0.3831009897,9088,66,0.7262323944,9322,42,0.4505470929
CO,Conejos County,37.2689711,-106.2522143,8021,7461,10,0.1340302908,8256,24,0.2906976744,8400,8,0.09523809524
CO,Costilla County,37.2049596,-105.5005483,8023,3499,5,0.1428979708,3524,0,0,3663,0,0
CO,Crowley County,38.2498631,-103.8216261,8025,5922,2850,48.12563323,5823,2657,45.62940065,5518,1955,35.42950344
CO,Custer County,38.0615578,-105.3131185,8027,4704,11,0.2338435374,4255,150,3.525264395,3503,7,0.1998287182
CO,Delta County,38.8531357,-107.763621,8029,31196,515,1.650852673,30952,507,1.63802016,27834,498,1.789178702
CO,Denver County,39.7392358,-104.990251,8031,715522,3236,0.4522572332,600158,3831,0.6383319059,554636,2960,0.5336833527
CO,Dolores County,37.7530272,-108.5225709,8033,2326,0,0,2064,0,0,1844,0,0
CO,Douglas County,39.2587106,-104.9388853,8035,357978,283,0.07905513747,285465,282,0.09878619095,175766,125,0.07111728093
CO,Eagle County,39.576406,-106.7234639,8037,55731,36,0.06459600581,52197,54,0.1034542215,41659,48,0.1152212007
CO,Elbert County,39.3537004,-104.1930918,8039,26062,26,0.09976210575,23086,35,0.1516070346,19872,9,0.04528985507
CO,El Paso County,31.8039824,-106.2051484,8041,730395,1512,0.2070112747,622263,2521,0.4051341635,516929,1477,0.2857258927
CO,Fremont County,38.5306514,-105.5005483,8043,48939,7503,15.33133084,46824,8122,17.34580557,46145,8499,18.41803012
CO,Garfield County,39.6584775,-107.763621,8045,61685,262,0.4247385912,56389,294,0.521378283,43791,233,0.5320728003
CO,Gilpin County,39.8770159,-105.4536718,8047,5808,24,0.4132231405,5441,31,0.569748208,4757,24,0.5045196552
CO,Grand County,40.0727382,-106.0640179,8049,15717,9,0.05726283642,14843,33,0.2223270228,12442,26,0.208969619
CO,Gunnison County,38.6437083,-107.0067031,8051,16918,17,0.1004846909,15324,3,0.01957713391,13956,30,0.214961307
CO,Hinsdale County,37.9316309,-107.3848831,8053,788,0,0,843,0,0,790,0,0
CO,Huerfano County,37.6125984,-104.9388853,8055,6820,10,0.146627566,6711,15,0.2235136343,7862,754,9.590435004
CO,Jackson County,38.9914998,-94.315422,8057,1379,2,0.1450326323,1394,1,0.07173601148,1577,4,0.2536461636
CO,Jefferson County,39.5800298,-105.2662931,8059,582910,2274,0.390111681,534543,2603,0.4869580183,527056,1761,0.3341200935
CO,Kiowa County,38.3769671,-102.7135121,8061,1446,0,0,1398,0,0,1622,0,0
CO,Kit Carson County,39.3844507,-102.5298028,8063,7087,13,0.1834344575,8270,1017,12.2974607,8011,461,5.754587442
CO,Lake County,42.3689363,-87.8271534,8065,7436,0,0,7310,11,0.1504787962,7812,6,0.07680491551
CO,La Plata County,37.2125857,-107.763621,8067,55638,110,0.1977066034,51334,205,0.399345463,43941,200,0.4551557771
CO,Larimer County,40.6955572,-105.5943388,8069,359066,743,0.2069257462,299630,877,0.292694323,251494,361,0.1435421919
CO,Las Animas County,37.2994909,-104.1001326,8071,14555,522,3.586396427,15507,510,3.288837299,15207,47,0.3090681923
CO,Lincoln County,35.4637028,-81.2078164,8073,5675,918,16.17621145,5467,968,17.70623742,6087,965,15.85345819
CO,Logan County,35.9404623,-97.5247243,8075,21528,2436,11.3154961,22709,3286,14.47003391,20504,1390,6.779165041
CO,Mesa County,38.9585381,-108.6175626,8077,155703,580,0.3725040622,146723,629,0.428698977,116255,502,0.4318093845
CO,Mineral County,39.4068988,-78.8835548,8079,865,0,0,712,0,0,831,0,0
CO,Moffat County,40.6138379,-108.2377519,8081,13292,48,0.3611194704,13795,35,0.2537151142,13184,46,0.348907767
CO,Montezuma County,37.3257517,-108.6175626,8083,25849,121,0.4681032148,25535,24,0.09398864304,23830,101,0.4238355015
CO,Montrose County,38.468304,-108.1428669,8085,42679,72,0.1687012348,41276,115,0.2786122686,33432,93,0.2781765973
CO,Morgan County,40.2989226,-103.7289167,8087,29111,57,0.1958022741,28159,312,1.107993892,27171,109,0.4011630047
CO,Otero County,32.6341716,-105.5943388,8089,18690,8,0.04280363831,18831,0,0,20311,23,0.1132391315
CO,Ouray County,38.2016133,-107.763621,8091,4874,0,0,4436,0,0,3742,0,0
CO,Park County,39.0897928,-105.5943388,8093,17390,19,0.1092581944,16206,74,0.4566210046,14523,70,0.4819940784
CO,Phillips County,40.5371334,-102.3463875,8095,4530,0,0,4442,0,0,4480,0,0
CO,Pitkin County,39.159101,-106.8178377,8097,17358,23,0.1325037447,17148,17,0.09913692559,14872,18,0.1210328133
CO,Prowers County,37.8433756,-102.2547919,8099,11999,61,0.508375698,12551,35,0.2788622421,14483,60,0.4142788096
CO,Pueblo County,38.2528534,-104.4723301,8101,168162,1085,0.6452111654,159063,1561,0.9813721607,141472,1018,0.7195770188
CO,Rio Blanco County,39.9814297,-108.2377519,8103,6529,9,0.1378465309,6666,12,0.1800180018,5986,17,0.2839959906
CO,Rio Grande County,37.5749508,-106.4405872,8105,11539,11,0.09532888465,11982,31,0.2587214155,12413,17,0.1369531942
CO,Routt County,40.4771623,-107.1011931,8107,24829,25,0.1006887108,23509,14,0.05955166107,19690,46,0.2336211275
CO,Saguache County,38.0019623,-106.3463791,8109,6368,18,0.2826633166,6108,18,0.2946954813,5917,17,0.2873077573
CO,San Juan County,36.3882439,-108.2377519,8111,705,0,0,699,0,0,558,0,0
CO,San Miguel County,37.9781237,-108.1428669,8113,8072,9,0.1114965312,7359,9,0.1222992254,6594,17,0.2578101304
CO,Sedgwick County,37.6537367,-97.5247243,8115,2404,0,0,2379,0,0,2747,0,0
CO,Summit County,41.0918991,-81.5596427,8117,31055,20,0.06440186765,27994,49,0.175037508,23548,45,0.1910990318
CO,Teller County,38.8611579,-105.1726816,8119,24710,20,0.08093889114,23350,79,0.3383297645,20555,58,0.2821697884
CO,Washington County,44.8896877,-92.8577105,8121,4817,127,2.636495744,4814,160,3.323639385,4926,10,0.2030044661
CO,Weld County,40.3920718,-104.7158226,8123,328981,737,0.2240250957,252825,1614,0.6383862355,180936,702,0.387982491
CO,Yuma County,32.6527533,-113.9536466,8125,9988,99,0.9911894273,10043,91,0.9061037539,9841,11,0.1117772584
WA,Adams County,39.8398269,-104.1930918,53001,20613,29,0.1406879154,18728,28,0.1495087569,16428,15,0.09130752374
WA,Asotin County,46.1460123,-117.2085208,53003,22285,24,0.1076957595,21623,47,0.2173611432,20551,31,0.1508442412
WA,Benton County,46.3166362,-119.5021582,53005,206873,338,0.1633852654,175177,692,0.3950290278,142475,264,0.1852956659
WA,Chelan County,47.9445331,-120.6749068,53007,79074,247,0.3123656322,72453,302,0.4168219397,66616,248,0.372282935
WA,Clallam County,48.0405122,-124.016766,53009,77155,872,1.13019247,71404,1037,1.452299591,64525,1313,2.034870205
WA,Clark County,36.0795613,-115.094045,53011,503311,769,0.1527882363,425363,946,0.222398281,345238,986,0.2856000788
WA,Columbia County,33.5098514,-82.2583297,53013,3952,0,0,4078,7,0.171652771,4064,2,0.04921259843
WA,Cowlitz County,46.1746472,-122.7746902,53015,110730,192,0.173394744,102410,348,0.3398105654,92948,289,0.3109265396
WA,Douglas County,39.2587106,-104.9388853,53017,42938,0,0,38431,0,0,32603,13,0.03987363126
WA,Ferry County,48.4718375,-118.4974069,53019,7178,23,0.3204235163,7551,24,0.3178386969,7260,13,0.1790633609
WA,Franklin County,40.0154745,-82.9931607,53021,96749,2536,2.621215723,78163,1623,2.076430024,49347,606,1.228038179
WA,Garfield County,39.6584775,-107.763621,53023,2286,7,0.3062117235,2266,0,0,2397,4,0.1668752607
WA,Grant County,47.1981147,-119.3732456,53025,99123,152,0.1533448342,89120,239,0.2681777379,74698,173,0.2315992396
WA,Grays Harbor County,46.9953526,-123.7012468,53027,75636,2087,2.759268073,72797,2145,2.946549995,67194,154,0.2291871298
WA,Island County,48.19765,-122.579457,53029,86857,59,0.0679277433,78506,57,0.07260591547,71558,36,0.05030884038
WA,Jefferson County,39.5800298,-105.2662931,53031,32977,376,1.140188616,29872,420,1.405998929,25953,62,0.2388933842
WA,King County,47.5480339,-121.9836029,53033,2269675,2734,0.1204577748,1931249,3713,0.1922589992,1737034,4402,0.2534204857
WA,Kitsap County,47.6476607,-122.6412583,53035,275611,224,0.08127396947,251133,410,0.1632601052,231969,2392,1.031172269
WA,Kittitas County,47.1749548,-120.9319411,53037,44337,64,0.1443489636,40915,118,0.2884027863,33362,73,0.2188118218
WA,Klickitat County,45.888824,-120.9711029,53039,22735,30,0.1319551353,20318,32,0.1574958165,19161,44,0.2296331089
WA,Lewis County,46.6195461,-122.4554639,53041,82149,56,0.0681688152,75455,161,0.2133722086,68600,170,0.2478134111
WA,Lincoln County,35.4637028,-81.2078164,53043,10876,7,0.06436189776,10570,13,0.1229895932,10184,2,0.01963864886
WA,Mason County,47.4251146,-123.1951376,53045,65726,2020,3.073365183,60699,1951,3.214220992,49405,1930,3.906487198
WA,Okanogan County,48.5896831,-119.6522139,53047,42104,114,0.2707581227,41120,158,0.3842412451,39564,96,0.2426448286
WA,Pacific County,46.5180824,-123.8264512,53049,23365,52,0.2225551038,20920,21,0.1003824092,20984,45,0.2144491041
WA,Pend Oreille County,48.4359065,-117.3173375,53051,13401,13,0.09700768599,13001,25,0.1922929005,11732,32,0.272758268
WA,Pierce County,47.0675877,-122.1295269,53053,921130,3448,0.3743228426,795225,5282,0.6642145305,700820,4749,0.6776347707
WA,San Juan County,36.3882439,-108.2377519,53055,17788,6,0.0337306049,15769,0,0,14077,6,0.04262271791
WA,Skagit County,48.4241961,-121.7114362,53057,129523,118,0.09110351057,116901,194,0.1659523871,102979,137,0.1330368328
WA,Skamania County,45.9428524,-121.8962257,53059,12036,14,0.1163177135,11066,25,0.2259172239,9872,26,0.2633711507
WA,Snohomish County,48.0329979,-121.8339472,53061,827957,2863,0.3457909046,713335,3710,0.5200922428,606024,2475,0.4083996673
WA,Spokane County,47.658693,-117.4225481,53063,539339,2885,0.5349140337,471221,3055,0.6483157584,417939,3396,0.8125587705
WA,Stevens County,48.4558249,-117.9059909,53065,46445,10,0.02153084293,43531,37,0.08499689876,40066,38,0.09484350821
WA,Thurston County,46.8645747,-122.7695986,53067,294793,858,0.2910516871,252264,948,0.3757967843,207355,780,0.3761664778
WA,Wahkiakum County,46.3259463,-123.4945593,53069,4422,7,0.158299412,3978,6,0.1508295626,3824,10,0.2615062762
WA,Walla Walla County,46.2369842,-118.5854769,53071,62584,2382,3.806084622,58781,2410,4.099964274,55180,2449,4.438202247
WA,Whatcom County,48.8787167,-121.9718657,53073,226847,216,0.09521836304,201140,450,0.2237247688,166814,289,0.1732468498
WA,Whitman County,46.8363403,-117.5887295,53075,47973,30,0.06253517604,44776,38,0.08486689298,40740,44,0.1080019637
WA,Yakima County,46.543606,-120.7558292,53077,256728,815,0.3174566078,243231,1288,0.5295377645,222581,1077,0.4838687938
AK,Aleutians East Borough,55.3601426,-161.6757637,2013,3420,0,0,3141,0,0,2697,0,0
AK,Aleutians West Census Area,52.3034261,-174.1810309,2016,5232,0,0,5561,2,0.03596475454,5465,0,0
AK,Anchorage Municipality,61.2175758,-149.8996785,2020,291247,1253,0.4302190237,291826,1406,0.4817939457,260283,1169,0.4491265277
